"county","proficiency_lp","proficiency_mt","classroom","classroom_used","computers","employees"
1100015,89.0140432442646,83.6919005314446,11.6970153486788,16.7847469773136,26.2441029790784,56.3167512431979
1100023,85.1361680507918,82.0576086318668,12.2800012773839,12.8642992843929,72.119530410747,63.5873708018361
1100049,91.6415673838648,88.1437408156275,15.0085585783943,12.9262726487632,57.7010763127541,57.1809896186704
1100056,84.0647721495811,79.384459549654,7.97391580927046,8.34965069129641,27.9568119307859,43.3172406015588
1100064,91.2796810949975,90.2759194655917,16.8383316205824,16.893263537315,110.000534758058,115.578722853606
1100072,85.664553354274,81.3882294353167,4.91709037722287,5.59364719024081,25.8379565755499,25.2454616383487
1100080,83.3226806906087,86.7941989517179,8.54790422657312,9.09840383698989,13.3623493799699,36.9313391244321
1100098,81.9243637984034,83.6327463515178,9.8449518497084,9.70740017891599,24.9137543677214,46.7146273693413
1100106,86.2317094757682,82.0696473024859,10.0599227649026,9.27784626799501,25.9485358587721,41.3680999454245
1100114,88.0976994604147,83.4709452914158,12.091642868546,13.1483798255826,24.7752651889377,58.5728147597492
1100122,86.4924113357672,87.5380548022587,12.1328422393873,11.4947352178699,68.8109867139826,50.1812003578319
1100130,89.094683700914,76.9154912080862,9.99913974794456,13.1799782988057,21.7854642276198,35.8736132698152
1100148,86.2220753059238,95.6867441086658,5.09545251804355,7.11464558626653,29.3319558905238,37.929120498875
1100155,85.3521247906629,89.3921068504551,8.97552226892675,8.86039878711261,32.3505795929532,53.8692243617201
1100189,92.9589240903395,92.4355791744341,11.7385540333403,10.9725487192733,27.1296124744876,50.2213091643368
1100205,86.8162832724913,86.7978191008562,43.0919184649783,42.6865586124141,61.1057449864063,65.8525678082056
1100254,98.4161935196303,91.8676730639104,7.31257028756143,8.01022738067144,25.1958411123091,43.0777890151381
1100288,83.5427059723829,81.6443530406403,13.8676663253833,13.3482059908665,24.5452826317176,45.879068090894
1100296,81.3260097161818,83.625367665309,8.71779788708135,11.1782100960924,17.87789270633,44.1879104345457
1100304,87.0457465981176,87.8436607944113,10.8326318108614,11.5642546898616,55.2822692454759,60.1830429041159
1100320,84.4699974210183,85.2059965599626,10.6525642069413,9.67241208569794,19.3329952641165,37.3424358651102
1100338,86.7634792163621,87.4605313995587,8.01770429047818,8.03307473685086,15.8162184350067,36.2471760275702
1100346,91.0438015268242,82.1105106990041,9.54637802170715,9.71253485622231,23.6741772120314,42.8703471722199
1100379,86.0153328317638,76.8072513857307,9.43719270019459,9.67971950507708,14.9666295470958,45.8403025004562
